lattitude,longitude,geometry
9.576028333333333,77.09453833333333,POINT (77.09453833333333 9.576028333333333)
9.93932576,76.74608569,POINT (76.74608569 9.939325759999999)
9.93923257,76.74667437,POINT (76.74667436999999 9.93923257)
9.97663666,77.02569059,POINT (77.02569059 9.97663666)
9.97659152,77.02574703,POINT (77.02574703000001 9.976591519999999)
9.97671147,77.02573974,POINT (77.02573974000001 9.97671147)
9.97669786,77.02576706,POINT (77.02576706000001 9.97669786)
9.99534833,77.0096507,POINT (77.00965069999999 9.995348330000001)
9.99271772,77.04469848,POINT (77.04469847999999 9.99271772)
9.6540633,77.17342623,POINT (77.17342623 9.654063300000001)
9.9054706,76.79107946,POINT (76.79107946000001 9.905470599999999)
9.97660589,77.02574007,POINT (77.02574007 9.97660589)
9.68994217,77.16150519,POINT (77.16150519 9.68994217)
10.01402408,76.95099113,POINT (76.95099113000001 10.01402408)
9.97659606,77.02579203,POINT (77.02579203000001 9.97659606)
9.97659352,77.02581203,POINT (77.02581203 9.97659352)
9.83473552,77.08274793,POINT (77.08274793 9.834735520000001)
9.9865738,77.0143879,POINT (77.0143879 9.9865738)
9.97684067,77.02571089,POINT (77.02571089 9.97684067)
9.97670944,77.02600172,POINT (77.02600172 9.97670944)
9.9398654,76.75062233,POINT (76.75062233 9.9398654)
10.08536918,77.07035124,POINT (77.07035123999999 10.08536918)
9.82984368,77.06084197,POINT (77.06084197 9.82984368)
9.83126428,77.06049490000001,POINT (77.06049490000001 9.831264279999999)
9.979753333333333,76.78774833333334,POINT (76.78774833333334 9.979753333333333)
9.83707257,77.05799177,POINT (77.05799177 9.83707257)
9.83017515,77.07238843,POINT (77.07238843 9.830175150000001)
9.632496666666666,77.16289,POINT (77.16289 9.632496666666666)
9.639688333333334,77.16157666666666,POINT (77.16157666666666 9.639688333333334)
9.617413333333333,77.16427999999998,POINT (77.16427999999998 9.617413333333333)
9.638816666666663,77.13823333333333,POINT (77.13823333333333 9.638816666666663)
9.630356666666668,77.14665333333333,POINT (77.14665333333333 9.630356666666668)
9.615998333333332,77.16035333333333,POINT (77.16035333333333 9.615998333333332)
9.618093333333332,77.15857333333334,POINT (77.15857333333334 9.618093333333332)
9.635096666666668,77.17387166666667,POINT (77.17387166666667 9.635096666666668)
9.84946673,77.05485006,POINT (77.05485006000001 9.84946673)
9.84634637,77.05191902,POINT (77.05191902 9.846346369999999)
9.83607265,77.05601969,POINT (77.05601969 9.83607265)
9.680628333333336,77.17580500000003,POINT (77.17580500000003 9.680628333333336)
9.681345,77.17501833333334,POINT (77.17501833333334 9.681345)
9.976669099999999,77.02590501,POINT (77.02590501 9.976669099999999)
9.97663101,77.025788,POINT (77.02578800000001 9.97663101)
9.9766005,77.02580545,POINT (77.02580544999999 9.9766005)
9.97656393,77.02576891,POINT (77.02576891 9.976563929999999)
9.965378707274796,76.73238311894238,POINT (76.73238311894238 9.965378707274796)
9.97671573,77.02579890000001,POINT (77.02579890000001 9.97671573)
9.923033333333333,77.15988666666667,POINT (77.15988666666667 9.923033333333333)
9.63948644,77.1555019,POINT (77.1555019 9.639486440000001)
9.9767123,77.02579893,POINT (77.02579892999999 9.976712300000001)
9.615226666666667,77.04989,POINT (77.04989 9.615226666666667)
9.92030831,76.77788152,POINT (76.77788151999999 9.920308309999999)
9.9651882,76.7323647,POINT (76.73236470000001 9.9651882)
9.95683273,76.72304942,POINT (76.72304942 9.95683273)
9.97899201,76.76004051,POINT (76.76004051 9.978992010000001)
9.94035179,76.74457152,POINT (76.74457151999999 9.940351789999999)
9.97795023,76.7827983,POINT (76.7827983 9.977950229999999)
9.85073241,77.05892452,POINT (77.05892452000001 9.850732410000001)
10.04193,76.81059553,POINT (76.81059553 10.04193)
9.93829714,76.76196332,POINT (76.76196332000001 9.93829714)
9.85129543,77.05596713,POINT (77.05596713 9.85129543)
9.90625889,76.8077687,POINT (76.8077687 9.90625889)
9.85089647,77.05469546,POINT (77.05469546 9.85089647)
9.97689585,76.71278972,POINT (76.71278972 9.97689585)
9.8528165,77.05548042,POINT (77.05548041999999 9.852816499999999)
10.04007849,76.81277806,POINT (76.81277806 10.04007849)
